141,蛾仔,ia̍h-á,,蛾,臭蛾仔、蛾仔四界飛,蝶仔,[sound:minnan700-141-蛾仔.mp3],[sound:minnan700-141-臭蛾仔.mp3],[sound:minnan700-141-蛾仔四界飛.mp3],,,,閩南語
142,緣投,ian-tâu,iân-tâu,英俊,緣投囡仔、人緣投,嫣頭、嫣投,[sound:minnan700-142-緣投.mp3],[sound:minnan700-142-緣投囡仔.mp3],[sound:minnan700-142-人緣投.mp3],,,,閩南語
143,胭脂,ian-tsi,,口紅,點胭脂,,[sound:minnan700-143-胭脂.mp3],[sound:minnan700-143-點胭脂.mp3],,,,,閩南語
144,厭氣,iàn-khì,,丟臉、漏氣、悔恨,有夠厭氣、這件代誌予人真厭氣,嚥氣、燕氣,[sound:minnan700-144-厭氣.mp3],[sound:minnan700-144-有夠厭氣.mp3],[sound:minnan700-144-這件代誌予人真厭氣.mp3],,,,閩南語
145,芫荽,iân-sui,iân-suinn,香菜,蚵仔麵線摻芫荽,,[sound:minnan700-145-芫荽.mp3],[sound:minnan700-145-蚵仔麵線摻芫荽.mp3],,,,,閩南語
146,枵,iau,,餓,枵鬼、枵飽吵,,[sound:minnan700-146-枵.mp3],[sound:minnan700-146-枵鬼.mp3],[sound:minnan700-146-枵飽吵.mp3],,,,閩南語
147,猶,iáu,iah、ah、á、iá,還、尚,猶未、猶閣,,[sound:minnan700-147-猶.mp3],[sound:minnan700-147-猶未.mp3],[sound:minnan700-147-猶閣.mp3],,,,閩南語
148,陰鴆,im-thim,,陰沉,個性陰鴆,陰沉,[sound:minnan700-148-陰鴆.mp3],[sound:minnan700-148-個性陰鴆.mp3],,,,,閩南語
149,亻因,in,,他們、他的,亻因三個、亻因某,怹,[sound:minnan700-149-亻因.mp3],[sound:minnan700-149-亻因三個.mp3],[sound:minnan700-149-亻因某.mp3],,,,閩南語
150,往,íng,,以前、常常,往過、往擺、往往,,[sound:minnan700-150-往.mp3],[sound:minnan700-150-往過.mp3],[sound:minnan700-150-往擺.mp3],[sound:minnan700-150-往往.mp3],,,閩南語
151,閒,îng,,空閒,有閒、閒工,閑,[sound:minnan700-151-閒.mp3],[sound:minnan700-151-有閒.mp3],[sound:minnan700-151-閒工.mp3],,,,閩南語
152,臆,ioh,,猜,臆著、臆謎猜,,[sound:minnan700-152-臆.mp3],[sound:minnan700-152-臆著.mp3],[sound:minnan700-152-臆謎猜.mp3],,,,閩南語
153,勇健,ióng-kiānn,,硬朗,身體真勇健,,[sound:minnan700-153-勇健.mp3],[sound:minnan700-153-身體真勇健.mp3],,,,,閩南語
154,猶原,iu-guân,iû-uân/iû-guân/iu-uân,仍然,猶原毋知,,[sound:minnan700-154-猶原.mp3],[sound:minnan700-154-猶原毋知.mp3],,,,,閩南語
155,有孝,iú-hàu,ū-hàu,孝順,有孝序大人、有孝爸母,,[sound:minnan700-155-有孝.mp3],[sound:minnan700-155-有孝序大人.mp3],[sound:minnan700-155-有孝爸母.mp3],,,,閩南語
156,幼秀,iù-siù,,秀氣,生做真幼秀、幼秀囡仔,,[sound:minnan700-156-幼秀.mp3],[sound:minnan700-156-生做真幼秀.mp3],[sound:minnan700-156-幼秀囡仔.mp3],,,,閩南語
157,遮,jia,,遮,遮雨、遮日,,[sound:minnan700-157-遮.mp3],[sound:minnan700-157-遮雨.mp3],[sound:minnan700-157-遮日.mp3],,,,閩南語
158,爪,jiáu,liáu、giáu,爪子,跤爪,,[sound:minnan700-158-爪.mp3],[sound:minnan700-158-跤爪.mp3],,,,,閩南語
159,抓,jiàu,liàu、giàu,抓、搔,抓破皮、抓面,爪,[sound:minnan700-159-抓.mp3],[sound:minnan700-159-抓破皮.mp3],[sound:minnan700-159-抓面.mp3],,,,閩南語
160,撏,jîm,lîm/gîm,掏,撏錢、撏出來,,[sound:minnan700-160-撏.mp3],[sound:minnan700-160-撏錢.mp3],[sound:minnan700-160-撏出來.mp3],,,,閩南語
161,搙,jio̍k,lio̍k/gio̍k,揉捏,紙搙做一丸,,[sound:minnan700-161-搙.mp3],[sound:minnan700-161-紙搙做一丸.mp3],,,,,閩南語
162,入,jip̍,lip̍、gip̍,進入、裝入、參加,入去、入被、入教,,[sound:minnan700-162-入.mp3],[sound:minnan700-162-入去.mp3],[sound:minnan700-162-入被.mp3],[sound:minnan700-162-入教.mp3],,,閩南語
163,日,jı̍t,lı̍t、gı̍t,太陽、日子,日頭、日子,,[sound:minnan700-163-日.mp3],[sound:minnan700-163-日頭.mp3],[sound:minnan700-163-日子.mp3],,,,閩南語
164,日時,jı̍t--sî,lı̍t--sî/gı̍t--sî,白天,日時作穡、日時上班,,[sound:minnan700-164-日時.mp3],[sound:minnan700-164-日時作穡.mp3],[sound:minnan700-164-日時上班.mp3],,,,閩南語
165,揉,jiû,liû,(用濕布)揉擦,揉塗跤、揉身軀,,[sound:minnan700-165-揉.mp3],[sound:minnan700-165-揉塗跤.mp3],[sound:minnan700-165-揉身軀.mp3],,,,閩南語
166,鰇魚,jiû-hî,liû-hû/jiû-hîr/giû-hî/liû-hîr,魷魚,鰇魚羹、鰇魚捲、烘鰇魚,魷魚、柔魚,[sound:minnan700-166-鰇魚.mp3],[sound:minnan700-166-鰇魚羹.mp3],[sound:minnan700-166-鰇魚捲.mp3],[sound:minnan700-166-烘鰇魚.mp3],,,閩南語
167,愈,jú,lú,愈、越,愈來愈濟,,[sound:minnan700-167-愈.mp3],[sound:minnan700-167-愈來愈濟.mp3],,,,,閩南語
168,偌,juā,luā/guā,多少、多麼,無偌久、偌濟、偌仔(爾),若、外,[sound:minnan700-168-偌.mp3],[sound:minnan700-168-無偌久.mp3],[sound:minnan700-168-偌濟.mp3],[sound:minnan700-168-偌仔(爾).mp3],,,閩南語
169,熱,jua̍h,lua̍h,炎熱、夏天,燒熱、熱人、歇熱,,[sound:minnan700-169-熱.mp3],[sound:minnan700-169-燒熱.mp3],[sound:minnan700-169-熱人.mp3],[sound:minnan700-169-歇熱.mp3],,,閩南語
170,挼,juê,luê/lê/lêr/jêr,揉、搓,挼目睭、挼衫,揉,[sound:minnan700-170-挼.mp3],[sound:minnan700-170-挼目睭.mp3],[sound:minnan700-170-挼衫.mp3],,,,閩南語
171,虼,ka,,做為跳蚤、蟑螂等詞的詞頭,虼蚤、虼蚻,,[sound:minnan700-171-虼.mp3],[sound:minnan700-171-虼蚤.mp3],[sound:minnan700-171-虼蚻.mp3],,,,閩南語
172,加,ka,,加,加強、增加,,[sound:minnan700-172-加.mp3],[sound:minnan700-172-加強.mp3],[sound:minnan700-172-增加.mp3],,,,閩南語
173,交懍恂,ka-lún-sún,ka-líng-sún,打冷顫,寒甲起交懍恂、拍交懍恂,加懍恂,[sound:minnan700-173-交懍恂.mp3],[sound:minnan700-173-寒甲起交懍恂.mp3],[sound:minnan700-173-拍交懍恂.mp3],,,,閩南語
174,家己,ka-tī,ka-kī,自己,家己人、靠家己,家治,[sound:minnan700-174-家己.mp3],[sound:minnan700-174-家己人.mp3],[sound:minnan700-174-靠家己.mp3],,,,閩南語
175,鉸刀,ka-to,,剪刀,鉸刀、鉸刀柄,,[sound:minnan700-175-鉸刀.mp3],[sound:minnan700-175-鉸刀.mp3],[sound:minnan700-175-鉸刀柄.mp3],,,,閩南語
176,敢若,ká-ná,kánn-ná/kán-ná,好像,伊敢若猶毋知、敢若欲落雨矣,假若,[sound:minnan700-176-敢若.mp3],[sound:minnan700-176-伊敢若猶毋知.mp3],[sound:minnan700-176-敢若欲落雨矣.mp3],,,,閩南語
177,共,kā,kāng,把、對、給、向,共椅仔徙走、共你講、阿英共人洗衫、共伊買,給,[sound:minnan700-177-共.mp3],[sound:minnan700-177-共椅仔徙走.mp3],[sound:minnan700-177-共你講.mp3],[sound:minnan700-177-阿英共人洗衫.mp3],[sound:minnan700-177-共伊買.mp3],,閩南語
178,蓋,kah,,蓋,蓋被、蓋毯仔,,[sound:minnan700-178-蓋.mp3],[sound:minnan700-178-蓋被.mp3],[sound:minnan700-178-蓋毯仔.mp3],,,,閩南語
179,佮,kah,kap,與、附帶,我佮你、佮兩支蔥仔,及、甲,[sound:minnan700-179-佮.mp3],[sound:minnan700-179-我佮你.mp3],[sound:minnan700-179-佮兩支蔥仔.mp3],,,,閩南語
180,甲,kah,,得,食甲足飽、講甲足投機,𢓜、徦、到,[sound:minnan700-180-甲.mp3],[sound:minnan700-180-食甲足飽.mp3],[sound:minnan700-180-講甲足投機.mp3],,,,閩南語
181,佮意,kah-ì,,中意,有佮意、無佮意,愜意、合意,[sound:minnan700-181-佮意.mp3],[sound:minnan700-181-有佮意.mp3],[sound:minnan700-181-無佮意.mp3],,,,閩南語
182,改,kái,,改、戒,改考卷、改薰,,[sound:minnan700-182-改.mp3],[sound:minnan700-182-改考卷.mp3],[sound:minnan700-182-改薰.mp3],,,,閩南語
183,捔,ka̍k,,丟掉、(罵人)沒用,擲討捔、抾捔,,[sound:minnan700-183-捔.mp3],[sound:minnan700-183-擲討捔.mp3],[sound:minnan700-183-抾捔.mp3],,,,閩南語
184,甘,kam,,甘甜、捨得、情願,糖甘蜜甜、毋甘、甘願,,[sound:minnan700-184-甘.mp3],[sound:minnan700-184-糖甘蜜甜.mp3],[sound:minnan700-184-毋甘.mp3],[sound:minnan700-184-甘願.mp3],,,閩南語
185,敢,kám,,難道、是否,敢講這是真的、你敢欲去,咁,[sound:minnan700-185-敢.mp3],[sound:minnan700-185-敢講這是真的.mp3],[sound:minnan700-185-你敢欲去.mp3],,,,閩南語
186,𥴊仔店,kám-á-tiàm,,雜貨店,去𥴊仔店買豆油,,[sound:minnan700-186-𥴊仔店.mp3],[sound:minnan700-186-去𥴊仔店買豆油.mp3],,,,,閩南語
187,艱苦,kan-khóo,,難過、生病不舒服,心內艱苦、伊今仔日咧艱苦,,[sound:minnan700-187-艱苦.mp3],[sound:minnan700-187-心內艱苦.mp3],[sound:minnan700-187-伊今仔日咧艱苦.mp3],,,,閩南語
188,干焦,kan-na,kan-tann/kan-ta,僅只,干焦伊無來、干焦三个,干但、乾焦、干單、干乾,[sound:minnan700-188-干焦.mp3],[sound:minnan700-188-干焦伊無來.mp3],[sound:minnan700-188-干焦三个.mp3],,,,閩南語
189,工,kang,,工夫、天,厚工、三工,,[sound:minnan700-189-工.mp3],[sound:minnan700-189-厚工.mp3],[sound:minnan700-189-三工.mp3],,,,閩南語
190,港都,káng-too,,港口都市,港都夜雨,,[sound:minnan700-190-港都.mp3],[sound:minnan700-190-港都夜雨.mp3],,,,,閩南語
191,仝,kāng,kâng,同,仝款、相仝,同、共,[sound:minnan700-191-仝.mp3],[sound:minnan700-191-仝款.mp3],[sound:minnan700-191-相仝.mp3],,,,閩南語
192,敆,kap,,接合、調配,敆做伙、敆藥仔,,[sound:minnan700-192-敆.mp3],[sound:minnan700-192-敆做伙.mp3],[sound:minnan700-192-敆藥仔.mp3],,,,閩南語
193,狡怪,káu-kuài,,愛作怪、喜與人作對、固執不通,這个囡仔較狡怪,狡獪,[sound:minnan700-193-狡怪.mp3],[sound:minnan700-193-這个囡仔較狡怪.mp3],,,,,閩南語
194,到,kàu,,抵達、到期,到位、到時,,[sound:minnan700-194-到.mp3],[sound:minnan700-194-到位.mp3],[sound:minnan700-194-到時.mp3],,,,閩南語
195,加,ke,,加,加減、加話,,[sound:minnan700-195-加.mp3],[sound:minnan700-195-加減.mp3],[sound:minnan700-195-加話.mp3],,,,閩南語
196,家後,ke-āu,,妻子,好家後,,[sound:minnan700-196-家後.mp3],[sound:minnan700-196-好家後.mp3],,,,,閩南語
197,家婆,ke-pô,,愛管閒事、雞婆,真家婆,,[sound:minnan700-197-家婆.mp3],[sound:minnan700-197-真家婆.mp3],,,,,閩南語
198,家私,ke-si,,工具、道具、槍械武器,家私頭仔,,[sound:minnan700-198-家私.mp3],[sound:minnan700-198-家私頭仔.mp3],,,,,閩南語
199,膎,kê,kuê/kerê,鹽漬物,鹹膎、蚵仔膎、珠螺膎,鮭,[sound:minnan700-199-膎.mp3],[sound:minnan700-199-鹹膎.mp3],[sound:minnan700-199-蚵仔膎.mp3],[sound:minnan700-199-珠螺膎.mp3],,,閩南語
200,羹,kenn,kinn,羹、勾芡的食物,牽羹、肉羹,焿,[sound:minnan700-200-羹.mp3],[sound:minnan700-200-牽羹.mp3],[sound:minnan700-200-肉羹.mp3],,,,閩南語
201,跤,kha,,腳、下面,跤手、下跤,腳、骹,[sound:minnan700-201-跤.mp3],[sound:minnan700-201-跤手.mp3],[sound:minnan700-201-下跤.mp3],,,,閩南語
202,咳啾,kha-tshiùnn,ka-tshiùnn,噴嚏,拍咳啾,,[sound:minnan700-202-咳啾.mp3],[sound:minnan700-202-拍咳啾.mp3],,,,,閩南語
203,尻川,kha-tshng,kha-tshuinn,屁股,拍尻川、尻川後、尻川斗,腳倉,[sound:minnan700-203-尻川.mp3],[sound:minnan700-203-拍尻川.mp3],[sound:minnan700-203-尻川後.mp3],[sound:minnan700-203-尻川斗.mp3],,,閩南語
204,尻脊,kha-tsiah,ka-tsiah,後背,尻脊骿、毋通尻脊後講人閒仔話,加脊,[sound:minnan700-204-尻脊.mp3],[sound:minnan700-204-尻脊骿.mp3],[sound:minnan700-204-毋通尻脊後講人閒仔話.mp3],,,,閩南語
205,跤頭趺,kha-thâu-u,kha-thâu-hu,膝蓋,跤頭趺鑢著,腳頭趺、骹頭趺,[sound:minnan700-205-跤頭趺.mp3],[sound:minnan700-205-跤頭趺鑢著.mp3],,,,,閩南語
206,敲,khà,,(敲)打、敲(竹槓),敲電話、敲油,,[sound:minnan700-206-敲.mp3],[sound:minnan700-206-敲電話.mp3],[sound:minnan700-206-敲油.mp3],,,,閩南語
207,較,khah,,比較、更、再,較濟、閣較好、較講都毋聽,卡,[sound:minnan700-207-較.mp3],[sound:minnan700-207-較濟.mp3],[sound:minnan700-207-閣較好.mp3],[sound:minnan700-207-較講都毋聽.mp3],,,閩南語
208,較停(仔),khah-thîng(-á),,等一下,較停咧、較停仔著知,卡停仔,[sound:minnan700-208-較停(仔).mp3],[sound:minnan700-208-較停咧.mp3],[sound:minnan700-208-較停仔著知.mp3],,,,閩南語
209,卡,kha̍h,,卡住,卡牢咧,,[sound:minnan700-209-卡.mp3],[sound:minnan700-209-卡牢咧.mp3],,,,,閩南語
210,坎,khám,,階梯、階(量詞)、家(量詞),坎仔、坎站、一坎店,,[sound:minnan700-210-坎.mp3],[sound:minnan700-210-坎仔.mp3],[sound:minnan700-210-坎站.mp3],[sound:minnan700-210-一坎店.mp3],,,閩南語
211,崁,khàm,,遮蓋、暗藏,崁蓋、暗崁,,[sound:minnan700-211-崁.mp3],[sound:minnan700-211-崁蓋.mp3],[sound:minnan700-211-暗崁.mp3],,,,閩南語
212,崁,khàm,,山崖,山崁、崁跤、崁頂,,[sound:minnan700-212-崁.mp3],[sound:minnan700-212-山崁.mp3],[sound:minnan700-212-崁跤.mp3],[sound:minnan700-212-崁頂.mp3],,,閩南語
213,空,khang,,空、洞,空厝、破空,孔,[sound:minnan700-213-空.mp3],[sound:minnan700-213-空厝.mp3],[sound:minnan700-213-破空.mp3],,,,閩南語
214,空,khang,,好處、賺頭、利益,誠好空、歹空、好空鬥相報,,[sound:minnan700-214-空.mp3],[sound:minnan700-214-誠好空.mp3],[sound:minnan700-214-歹空.mp3],[sound:minnan700-214-好空鬥相報.mp3],,,閩南語
215,磕,kha̍p,,碰觸,磕袂著、袂磕得、磕頭、磕著,,[sound:minnan700-215-磕.mp3],[sound:minnan700-215-磕袂著.mp3],[sound:minnan700-215-袂磕得.mp3],[sound:minnan700-215-磕頭.mp3],[sound:minnan700-215-磕著.mp3],,閩南語
216,薅,khau,,拔除、揪住,薅草、薅頭鬃,,[sound:minnan700-216-薅.mp3],[sound:minnan700-216-薅草.mp3],[sound:minnan700-216-薅頭鬃.mp3],,,,閩南語
217,剾,khau,,刨、刮、吹風、譏諷,剾皮、剾喙鬚、剾風、剾洗,,[sound:minnan700-217-剾.mp3],[sound:minnan700-217-剾皮.mp3],[sound:minnan700-217-剾喙鬚.mp3],[sound:minnan700-217-剾風.mp3],[sound:minnan700-217-剾洗.mp3],,閩南語
218,齧,khè,khuè/kherè/gè,啃、齧咬,齧肉骨、齧甘蔗,,[sound:minnan700-218-齧.mp3],[sound:minnan700-218-齧肉骨.mp3],[sound:minnan700-218-齧甘蔗.mp3],,,,閩南語
219,敧,khi,,傾斜、歪斜,敧一爿、坦敧,,[sound:minnan700-219-敧.mp3],[sound:minnan700-219-敧一爿.mp3],[sound:minnan700-219-坦敧.mp3],,,,閩南語
220,齒戳(仔),khí-thok(-á),,牙籤,用齒戳(仔)戳喙齒,齒拓(仔),[sound:minnan700-220-齒戳(仔).mp3],[sound:minnan700-220-用齒戳(仔)戳喙齒.mp3],,,,,閩南語
221,徛,khiā,,站、住,徛予正、徛家,企,[sound:minnan700-221-徛.mp3],[sound:minnan700-221-徛予正.mp3],[sound:minnan700-221-徛家.mp3],,,,閩南語
222,徛鵝,khiā-gô,,企鵝,來去動物園看徛鵝、徛鵝真古錐,,[sound:minnan700-222-徛鵝.mp3],[sound:minnan700-222-來去動物園看徛鵝.mp3],[sound:minnan700-222-徛鵝真古錐.mp3],,,,閩南語
223,掔,khian,,扔、投擲,掔石頭、烏白掔,,[sound:minnan700-223-掔.mp3],[sound:minnan700-223-掔石頭.mp3],[sound:minnan700-223-烏白掔.mp3],,,,閩南語
224,勥,khiàng,,精明能幹,真勥、勥跤,,[sound:minnan700-224-勥.mp3],[sound:minnan700-224-真勥.mp3],[sound:minnan700-224-勥跤.mp3],,,,閩南語
225,曲,khiau,,彎曲,曲痀、曲跤、彎彎曲曲,,[sound:minnan700-225-曲.mp3],[sound:minnan700-225-曲痀.mp3],[sound:minnan700-225-曲跤.mp3],[sound:minnan700-225-彎彎曲曲.mp3],,,閩南語
226,巧,khiáu,,聰明,人真巧、奸巧,,[sound:minnan700-226-巧.mp3],[sound:minnan700-226-人真巧.mp3],[sound:minnan700-226-奸巧.mp3],,,,閩南語
227,克虧,khik-khui,,委屈、吃虧,"伊予人騙去,真克虧。",喫虧,[sound:minnan700-227-克虧.mp3],"[sound:minnan700-227-伊予人騙去,真克虧。.mp3]",,,,,閩南語
228,拑,khînn,,抓緊、黏附,予囡仔拑牢牢,,[sound:minnan700-228-拑.mp3],[sound:minnan700-228-予囡仔拑牢牢.mp3],,,,,閩南語
229,抾,khioh,,撿、拾、積聚、懷(恨),抾起來、抾拾、抾字紙、抾恨,卻、拾、摭,[sound:minnan700-229-抾.mp3],[sound:minnan700-229-抾起來.mp3],[sound:minnan700-229-抾拾.mp3],[sound:minnan700-229-抾字紙.mp3],[sound:minnan700-229-抾恨.mp3],,閩南語
230,扱,khip̍,,抓緊、吸附,扱牢牢、無拑無扱,,[sound:minnan700-230-扱.mp3],[sound:minnan700-230-扱牢牢.mp3],[sound:minnan700-230-無拑無扱.mp3],,,,閩南語
231,杙,khı̍t,,樁,杙仔、大里杙(地名),楬,[sound:minnan700-231-杙.mp3],[sound:minnan700-231-杙仔.mp3],[sound:minnan700-231-大里杙(地名).mp3],,,,閩南語
232,搝,khiú,giú,拉、揪、扯,搝大索、搝後跤,扭,[sound:minnan700-232-搝.mp3],[sound:minnan700-232-搝大索.mp3],[sound:minnan700-232-搝後跤.mp3],,,,閩南語
233,虯,khiû,,蜷曲、吝嗇,虯毛、虯儉,虬,[sound:minnan700-233-虯.mp3],[sound:minnan700-233-虯毛.mp3],[sound:minnan700-233-虯儉.mp3],,,,閩南語
234,囥,khǹg,,放、保留,囥物件、囥步,,[sound:minnan700-234-囥.mp3],[sound:minnan700-234-囥物件.mp3],[sound:minnan700-234-囥步.mp3],,,,閩南語
235,洘,khó,,濃稠、退潮、擁擠,洘頭糜、洘流、洘秫秫,,[sound:minnan700-235-洘.mp3],[sound:minnan700-235-洘頭糜.mp3],[sound:minnan700-235-洘流.mp3],[sound:minnan700-235-洘秫秫.mp3],,,閩南語
236,可比,khó-pí,,好比、比方,伊可比天頂的仙女,,[sound:minnan700-236-可比.mp3],[sound:minnan700-236-伊可比天頂的仙女.mp3],,,,,閩南語
237,觳,khok,,小容器、小盒子,齒觳仔、水觳仔、鉛筆觳仔,,[sound:minnan700-237-觳.mp3],[sound:minnan700-237-齒觳仔.mp3],[sound:minnan700-237-水觳仔.mp3],[sound:minnan700-237-鉛筆觳仔.mp3],,,閩南語
238,硞,kho̍k,,碰撞、碰撞聲,相硞、碌硞馬,,[sound:minnan700-238-硞.mp3],[sound:minnan700-238-相硞.mp3],[sound:minnan700-238-碌硞馬.mp3],,,,閩南語
239,悾,khong,,笨、呆、頭腦不清楚,悾悾戇戇、激悾悾,,[sound:minnan700-239-悾.mp3],[sound:minnan700-239-悾悾戇戇.mp3],[sound:minnan700-239-激悾悾.mp3],,,,閩南語
240,炕,khòng,,熬煮、燜熟,炕肉、炕窯,焢,[sound:minnan700-240-炕.mp3],[sound:minnan700-240-炕肉.mp3],[sound:minnan700-240-炕窯.mp3],,,,閩南語
241,箍,khoo,,圓形的外緣、環狀物、元(量詞)、個(量詞),圓箍仔、目箍、柴箍、一箍銀、一箍人,,[sound:minnan700-241-箍.mp3],[sound:minnan700-241-圓箍仔.mp3],[sound:minnan700-241-目箍.mp3],[sound:minnan700-241-柴箍.mp3],[sound:minnan700-241-一箍銀.mp3],[sound:minnan700-241-一箍人.mp3],閩南語
242,跍,khû,,蹲,跍佇遮、跍落去,竘,[sound:minnan700-242-跍.mp3],[sound:minnan700-242-跍佇遮.mp3],[sound:minnan700-242-跍落去.mp3],,,,閩南語
243,款,khuán,,樣式、情況、整理,新款、看款、款行李,,[sound:minnan700-243-款.mp3],[sound:minnan700-243-新款.mp3],[sound:minnan700-243-看款.mp3],[sound:minnan700-243-款行李.mp3],,,閩南語
244,看覓,khuànn-māi,,看看,講看覓、臆看覓,,[sound:minnan700-244-看覓.mp3],[sound:minnan700-244-講看覓.mp3],[sound:minnan700-244-臆看覓.mp3],,,,閩南語
245,快活,khuìnn-ua̍h,khuànn-ua̍h/khuàinn-ua̍h,舒服、快活、寬裕,過甲真快活、會食會睏真快活、生活較快活,,[sound:minnan700-245-快活.mp3],[sound:minnan700-245-過甲真快活.mp3],[sound:minnan700-245-會食會睏真快活.mp3],[sound:minnan700-245-生活較快活.mp3],,,閩南語
246,睏,khùn,,睡覺、休息、一陣子,愛睏、歇睏、一睏仔,,[sound:minnan700-246-睏.mp3],[sound:minnan700-246-愛睏.mp3],[sound:minnan700-246-歇睏.mp3],[sound:minnan700-246-一睏仔.mp3],,,閩南語
247,枝,ki,,枝,樹枝、一枝筆,,[sound:minnan700-247-枝.mp3],[sound:minnan700-247-樹枝.mp3],[sound:minnan700-247-一枝筆.mp3],,,,閩南語
248,屐,kia̍h,,屐,木屐、柴屐,,[sound:minnan700-248-屐.mp3],[sound:minnan700-248-木屐.mp3],[sound:minnan700-248-柴屐.mp3],,,,閩南語
249,見若,kiàn-nā,kìnn-nā,凡是、每逢,見若歡喜就唱歌、見若烏陰就落雨,,[sound:minnan700-249-見若.mp3],[sound:minnan700-249-見若歡喜就唱歌.mp3],[sound:minnan700-249-見若烏陰就落雨.mp3],,,,閩南語
250,驚,kiann,,害怕,免驚、伊真驚鳥鼠,,[sound:minnan700-250-驚.mp3],[sound:minnan700-250-免驚.mp3],[sound:minnan700-250-伊真驚鳥鼠.mp3],,,,閩南語
251,行,kiânn,,行走、航行、交往,行路、行船、佮伊咧行,,[sound:minnan700-251-行.mp3],[sound:minnan700-251-行路.mp3],[sound:minnan700-251-行船.mp3],[sound:minnan700-251-佮伊咧行.mp3],,,閩南語
252,筊,kiáu,,賭博,毋通跋筊,,[sound:minnan700-252-筊.mp3],[sound:minnan700-252-毋通跋筊.mp3],,,,,閩南語
253,激,kik,,假裝、釀造、(憋氣)使勁,激派頭、激酒、激力,,[sound:minnan700-253-激.mp3],[sound:minnan700-253-激派頭.mp3],[sound:minnan700-253-激酒.mp3],[sound:minnan700-253-激力.mp3],,,閩南語
254,今仔日,kin-á-jı̍t,kin-á-lı̍t/kin-á-gı̍t/kin-nà-jı̍t,今天,今仔日天氣誠好,今旦日,[sound:minnan700-254-今仔日.mp3],[sound:minnan700-254-今仔日天氣誠好.mp3],,,,,閩南語
255,弓蕉,kin-tsio,king-tsio/kim-tsio,香蕉,食弓蕉、弓蕉亁,芎蕉、金蕉,[sound:minnan700-255-弓蕉.mp3],[sound:minnan700-255-食弓蕉.mp3],[sound:minnan700-255-弓蕉亁.mp3],,,,閩南語
256,緊,kín,,快、急,緊來、真緊,,[sound:minnan700-256-緊.mp3],[sound:minnan700-256-緊來.mp3],[sound:minnan700-256-真緊.mp3],,,,閩南語
257,揀,kíng,,揀、挑、選,揀食、揀菜,,[sound:minnan700-257-揀.mp3],[sound:minnan700-257-揀食.mp3],[sound:minnan700-257-揀菜.mp3],,,,閩南語
258,景緻,kíng-tì,kíng-tī,風景、景緻,景緻真媠、好景緻,景致,[sound:minnan700-258-景緻.mp3],[sound:minnan700-258-景緻真媠.mp3],[sound:minnan700-258-好景緻.mp3],,,,閩南語
259,墘,kînn,,邊緣,碗墘、溪仔墘,,[sound:minnan700-259-墘.mp3],[sound:minnan700-259-碗墘.mp3],[sound:minnan700-259-溪仔墘.mp3],,,,閩南語
260,勼,kiu,,收縮、畏縮,伸勼、勼水、勼跤勼手,丩,[sound:minnan700-260-勼.mp3],[sound:minnan700-260-伸勼.mp3],[sound:minnan700-260-勼水.mp3],[sound:minnan700-260-勼跤勼手.mp3],,,閩南語
261,糾,kiù,,緊縮、糾結,糾筋、糾帶、糾紛,,[sound:minnan700-261-糾.mp3],[sound:minnan700-261-糾筋.mp3],[sound:minnan700-261-糾帶.mp3],[sound:minnan700-261-糾紛.mp3],,,閩南語
262,閣,koh,,再、還、更加,猶閣、閣再,擱、故,[sound:minnan700-262-閣.mp3],[sound:minnan700-262-猶閣.mp3],[sound:minnan700-262-閣再.mp3],,,,閩南語
263,管,kóng,,(長且中空的)管子、管狀物,竹管、欶管、蟳(仔)管、靴管,,[sound:minnan700-263-管.mp3],[sound:minnan700-263-竹管.mp3],[sound:minnan700-263-欶管.mp3],[sound:minnan700-263-蟳(仔)管.mp3],[sound:minnan700-263-靴管.mp3],,閩南語
264,講,kóng,,說、講,講話、講耍笑、我想講伊會來、足好食的講......,,[sound:minnan700-264-講.mp3],[sound:minnan700-264-講話.mp3],[sound:minnan700-264-講耍笑.mp3],[sound:minnan700-264-我想講伊會來.mp3],[sound:minnan700-264-足好食的講.......mp3],,閩南語
265,姑不而將,koo-put-jî-tsiong,koo-put-jî-tsiang、koo-put-lî-tsiong,不得已、無可奈何,姑不而將接受,姑不二將、姑不二終,[sound:minnan700-265-姑不而將.mp3],[sound:minnan700-265-姑不而將接受.mp3],,,,,閩南語
266,姑情,koo-tsiânn,,說情、懇求,共人姑情、姑情囡仔食飯,姑成,[sound:minnan700-266-姑情.mp3],[sound:minnan700-266-共人姑情.mp3],[sound:minnan700-266-姑情囡仔食飯.mp3],,,,閩南語
267,鈷,kóo,,壺,茶鈷、一鈷茶,,[sound:minnan700-267-鈷.mp3],[sound:minnan700-267-茶鈷.mp3],[sound:minnan700-267-一鈷茶.mp3],,,,閩南語
268,古意,kóo-ì,,忠厚、老實,古意人,,[sound:minnan700-268-古意.mp3],[sound:minnan700-268-古意人.mp3],,,,,閩南語
269,古錐,kóo-tsui,,可愛,古錐囡仔,,[sound:minnan700-269-古錐.mp3],[sound:minnan700-269-古錐囡仔.mp3],,,,,閩南語
270,糊,kôo,,漿糊、糊狀物、黏貼,糊仔、麵線糊、糊紙,,[sound:minnan700-270-糊.mp3],[sound:minnan700-270-糊仔.mp3],[sound:minnan700-270-麵線糊.mp3],[sound:minnan700-270-糊紙.mp3],,,閩南語
